id,source,languaje,text,task1
207,twitter,es,Comisión de Ética podría investigar a congresistas de UPP por reunirse con Antauro Humala en cárcel,noAcoso
208,twitter,es,basuras rateros de mierda no merecen la vida,acoso
209,twitter,es,Confirmado el plan golpista de UPP y AP en boca del propio Antauro Humala.,acoso
210,twitter,es,Abogado de Antauro Humala renuncia tras ser señalado por acoso de menores,noAcoso
211,twitter,es,violadores nunca mas,acoso
212,twitter,es,"Vizcarra es un corrupto, mitomano e inepto, próximo compañero de prisión de Alberto Fujimori !",acoso
213,twitter,es,"Eran cantantes bien preciados en la antigüedad, ni eso podría hacer el inepto Vizcarra. #EunucosDignidad",acoso
214,twitter,es,Estos COMUNISTAS como se arañan cuando no sobonean al INEPTO Y CORRUPTO DE VIZCARRA .,acoso
215,twitter,es,"""Vizcarra será inepto, pero no es corrupto.""",noAcoso
216,twitter,es,Martos sobre Antauro Humala: Rechazamos que una persona privada de su libertad impulse una vacancia,noAcoso
217,twitter,es,"Vizcarra se mete opinar en tema legal de una supuesta violacion, ESTE INEPTO QUIERE DESVIAR OPINIÓN PÚBLICA PARA QUE SE OLVIDEN DE SUS COIMAS.",acoso
218,twitter,es,"Como? Acaso Vizcarra tiene un plan? Vizcarra ha demostrado ser un inepto, corrupto y farsante.",acoso
219,twitter,es,Por eso que todos hacen creer que keiko es la de poder pero no es así ella no tiene ni mierda es solo un títere,acoso
220,twitter,es,"Y este FUJITROLL este adefesio de q callejón lo han sacado? 

Está keiko pura basura tiene de seguidores",acoso
221,twitter,es,Como quieres tapar a. Tu mamá. Keiko. Basura,acoso
222,twitter,es,"He tenido la alucinante idea de que toda esta mierda política, sea para que al final el mal menor sea keiko...",acoso
223,twitter,es,"El señor 
@MerinoDeLama
muy obediente a los mandatos del delincuente Antauro Humala.
Mientras tanto, las denuncias contra 
@EdgarAlarconT
y el desafuero al condenado 
@HumbertoAcunaP
siguen durmiendo.",acoso
224,twitter,es,"Al respaldar el pedido de vacancia presidencial del golpista Antauro Humala, UPP y sus asociados traicionan el sistema democrático por el que fueron elegidos.",noAcoso
225,twitter,es,#VIDEO Alberto de Belaunde: “El objetivo de la bancada de Antauro Humala es desestabilizar la democracia”,noAcoso
226,twitter,es,No importa cuando leas esto: Antauro Humala es un asesino y ningún congresista debería estar recibiendo sus órdenes.,noAcoso
227,twitter,es,"En canal N, Isaac Humala ha dicho que UPP es basicamente un partido lleno de gente de M sin nivel, pero igual quiere postular como vicepresidente. Siempre da pena y risa, pero para todo hay limites",acoso
228,twitter,es,"Aunque al final no prospere la Moción de vacancia express de UPP de Antauro Humala y PODEMOS de José Luna, el daño está hecho. El Congreso debería tratar igual a sus congresistas con prontuario y el TC debería poner límites a esta carnicería selectiva de la ""incapacidad moral""",noAcoso
229,twitter,es,"q suave ha pasado la denuncia de la conspiración de Antauro Humala de Alarcon y Merino en los medios, sera porq son parte interesada?..",noAcoso
230,twitter,es,"Esta mierda cuando fue secretario del trabajo de #Borolas acoso 
@JGutierrezVivo
empujándolo a cerrar su empresa y salir del país. Y todavía se atreve escupir tanta porquería. Hubiera sido interesante que lo cuestionara al respecto. nota tomada de: 
@proceso",acoso
231,twitter,es,"Volví, pero gracias al feministo porquería que me denunció por acoso, cuando él es el que hace meses acosa a otras personas, ahora no puedo usar esta cuenta para una mierda. De todos modos: sos basura.",acoso
232,twitter,es,"El acoso es una mierda, es una porquería vivir con miedo de salir sola, por mi parte después de una experiencia horrible le tengo pavor a subirme a un taxi sola, de verdad esto tiene que parar ya!",acoso
233,twitter,es,"Tienen el derecho de enojarse si http://quieren.Al igual que vos tenes el tuyo de llamarlos como se te canta. 
Lo que no podes hacer es putearlos 24/7 sin argumentos con el fin de tirar mierda como taberna anti progres, que eso es acoso y demuestra que el es porqueria",acoso
234,twitter,es,"AMIGOS LA GENTE PUEDE SER UNA PORQUERÍA Y AÚN ASÍ SER VÍCTIMA DE ACOSO. Hasta el culo su argumento de mierda, las víctimas no tienen que cumplir con los requisitos de un check list ni ser personas intachables o caerles bien.",acoso
235,twitter,es,Ven que son una porquería todos? Las pibas salen ahora a hablar a contar sus casos de abuso y acoso y a ustedes les molesta o los tiene cansado? Vayanse a la concha de la lora soretes de mierda.,acoso
236,twitter,es,"gente de MIERDA, que están burlándose del acoso que ha sufrido Mayra y hasta la chica de 17 años, son una porqueria!!!",acoso
237,twitter,es,"Me alegra q cada vez más personas vean la porquería de ser humano q es 1 d mis ex, una amiga hizo un post y espero pronto animarme a contar lo que viví con el, lo mal que lo pase, como me senti, el como intento manipularme y el acoso de mierda que me hizo durante más de un año.",acoso
238,twitter,es,"¿Dónde estás conchetumare? 

¿Dónde estás hipócrita de mierda? 

¿O sea, supuestamente viste ""la corrupción"" de Keiko, Alan, Castañeda, Chávarry; pero no viste la de Martín Vizcarra? 

Ahora vas a tener que recoger los condones de Vizcarra desde algún penal, apañador de mierda.",acoso
239,twitter,es,"Carajo, estos hdp son tan mierda como las ratas anteriores, la única diferencia es que Keiko ahora tiene menos diezmos. Parece que en vez de elegir a nuestros representantes eligiéramos a nuestros verdugos.",acoso
240,twitter,es,"ctm, conchetumare de mierda",acoso
241,twitter,es,hijo de perra no mereces vivir de la politica ctm,acoso
242,twitter,es,"Si Thorndike estuviera entrevistando así a Keiko, todos estarían diciendo QUÉ GRAN ENTREVISTA, QUÉ GRAN PROFESIONAL, ASÍ SE HACE PERIODISMO. Así que fuera mierda con eso de que ""Ay qué irrespetuoso con el presidente"". Dobles moral as hell.",acoso
243,twitter,es,"Los abogados de Keiko A. Quiroga, A. Delgado, payasos como 
@JorgeDCG 

@JVillaStein 

@gonzalesposadal 

@JuanSheput 
firmando comunicados de mierda, pidiendo a FFAA que acepten a Antero como PM cada vez que quieren golpe de estado, es muestra de su desesperación por tomar el poder.",acoso
244,twitter,es,quiero ese audio de ese webon gritando q es alfin es viernes mierda con welcome to the jungle de fondo y pidiendo que no voten por keiko,acoso
245,twitter,es,"¿Estás tonto? ' '¿No lo entiendes?',' ¿Quieres saber por qué",acoso
246,twitter,es,"Le doy la bienvenida al doctor Ernesto Bustamante, quien se suma a nuestro equipo de Plan de Gobierno 2021 (VIDEO)",noAcoso
247,twitter,es,Amo a mi hombre rico.,noAcoso
248,twitter,es,.Such un perdedor patético ..,acoso
249,twitter,es,Perú está tan jodidamente bien frío.,acoso
250,twitter,es,"Bien Keiko...
La basura en su lugar!!!",noAcoso
251,twitter,es,"SONIA TORRES MUÑOZ y RÓMULO CARCAUSTO CALLA son los jueces que decidieron revocar, por segunda vez, la prisión preventiva impuesta a Keiko Fujimori. 

Pero no sido la primera vez, pues ya cuentan con algunos antecedentes fallando a favor de este tipo de personas. 

Hilo Blanco",noAcoso
252,twitter,es,"tú es un traidor a la patria!"", 'espero vizcarra hagas algo",acoso
253,twitter,es,..vizcarra literalmente la definición de un retardado.,acoso
254,twitter,es,"MANGA DE RATAS, PREPOTENTES GRITONAS, CORRUPTAS, ESTÁN SUELTOS GRACIAS A LOS JUECES DE MIERDA QUE LA JEFA NOS DEJÓ 
EL #12AYoVoy Y VAMOS TODOS! A ESTE PAÍS SE LO RESCATA CON JUSTICIA 
BASTA DE DELINCUENTES EN EL CONGRESO! 
@UniCiudadanaAR 
RATAS INMUNDAS PATOTERAS DELINCUENTES",acoso
255,twitter,es,Parece que Vizcarra escoge a ministras que no sean susceptibles de acoso sexual,acoso
256,twitter,es,"Argumentos de Lescano siempre fueron los del banner antifujimorista que uso el cartel corrupto que nos gobierna 18 años para hacernos Lavajato,msjs si configuran acoso ,la noticia debería ser Vizcarra socio del club de la construcción y su posible vacancia",acoso
257,twitter,es,@CesarAcunaP @podemos_peru Ni por ese gesto llegarás a ser presidente. Te crees pendejo ? No te subas al coche. #APPNuncaMas,acoso
258,twitter,es,@CesarAcunaP @podemos_peru APP SE VENDE AL LADRON DE MARTIN VIZCARRA https://t.co/8n3h5tENy2,acoso
259,twitter,es,Me pregunto :Que mierda tiene q hacer q los chistosos hablen de Keiko y FP todos los días en su programucho vidaurre manolo y la gorda giovanna ésta basura de gente de rpp reciben su mermelada para eso son aggggggg,acoso
260,twitter,es,Que lecciones de ética periodista puede dar esta tía con su programa basura?,acoso
261,twitter,es,"Recién descubre que se extrañaba a la familia. 
Digo, porque fue un completo miserable con la de Keiko. 
Basura...",acoso
262,twitter,es,"Y pensar que 
@chechechacon 
lo trató como basura cuando lo interpelaron, enviada claro por Keiko. 
El mundo da vueltas, estoy seguro que 
@JaimeSaavedra22 
no extraña para nada esos días.",acoso
263,twitter,es,"77% del Perú no quiere votar por Forsyth 
90.9% no quiere votar por Mendoza 
92% no quiere votar por Keiko",noAcoso
264,twitter,es,Acuña tarado que me esconde el cel,acoso
265,twitter,es,Jajajajaja como lo vas a sacar a acuña tarado,acoso
266,twitter,es,"Si sos un cagon, pelotudo , te gana acuña, tarado de mierd",acoso
267,twitter,es,"Tarado eres, SALISTE COMO TU HERMANO... IDIOTA Y CORRUPTO.",acoso
268,twitter,es,"•Estúpido 
•Imbécil 
•Tarado 
•Idiota 
•Huevón 
•Acuña",acoso
269,twitter,es,puro huevones de mierda en el congreso,acoso
270,twitter,es,"#LOÚLTIMO Police cars revolving light El 58% de los limeños no iría a la playa este verano aún si estuviera permitido, según Ipsos. https://rpp.pe/p/1300465",noAcoso
271,twitter,es,"@NazzaSosa
we, pero antes era acuña tarado.",acoso
272,twitter,es,"César Acuña es un tarado, brother.",acoso
273,twitter,es,Y que sos fan del huevo acuña tarado?,acoso
274,twitter,es,"Raza, hay una sola en el Planeta Tierra, es la HUMANA..!!! Pareces un tarado como César Acuña...!!!",acoso
275,twitter,es,Por imbecil y tarado Cesar Acuña nunca más le den micro,acoso
276,twitter,es,"""No necesariamente los candidatos que hoy no están tocados por el caso #LavaJato -Julio Guzmán, Alfredo Barnechea, César Acuña, Gregorio Santos, Verónika Mendoza- se van a beneficiar en las próximas elecciones generales..."" [#OPINIÓN] http://bit.ly/2j1wsCo",noAcoso
277,twitter,es,"Impresentable el congresista #FernandoMelendez «Si se fueron 15 constitucionalista, vendrán mas, vamos a llamar a los jóvenes egresados de las universidades». 
Me pregunto ¿de qué Universidades?, ¿las Universidad de Bartra y Chehade?",noAcoso
278,twitter,es,"Mercedes es una oportunista y una traidora, vió una puerta a cumplirse su sueño y la tomó de la manera más vil y baja, pero solamente eres presidenta de un país fantasma y tienes un congreso de ratas, te vas a hundir con toda esa mierda",acoso
279,twitter,es,"Policías triplehijueputas. 
Iván Duque triplehijueputa, Álvaro Uribe setentahijueputa, derecha de mierda catrehijueputa. 
Congreso nido de ratas hijueputas, congresistas hijosdesuputamadre. 
País de mierda",acoso
280,twitter,es,@CesarAcunaP @LuisValdezF @MartinVizcarraC Que náuseas ver a ese tipo vendido. Hipócrita,acoso
281,twitter,es,"me caga que todxs aquí digan ""no sé por quien votar así que lo haré en blanco"" osea que por santas webas pasó todo, por las puras te ""alegraste"" con el cierre del congreso y vas a seguir beneficiando a ratas de mierda, toma unos minutos investigar a cada partido, no sean giles",acoso
282,twitter,es,"DI-SOL-VER. 
Repito: 
DI-SOL-VER.",noAcoso
283,twitter,es,SE SOLICITA ADELANTO ELECCIONES PRESIDENCIALES Y CONGRESO FUERA RATAS DE MIERDA!!,acoso
284,twitter,es,"EN VIVO| Jefe de Estado 
@MartinVizcarraC 
: ""Felicito a la I.E. Clara Cogorno porque ante nuestra visita inopinada, hemos comprobado que hay un plan de evacuación"" #ConectadosContigo",noAcoso
285,twitter,es,"Que tanta huevada con la cucaracha de dominos, a nadie veo joder tanto por las ratas en el CONGRESO DE MIERDA",acoso
286,twitter,es,"Como mierda se siguen votando leyes propuestas por un presidente con 6% de aprobación, dejen de comportarse como ratas congreso de mierda para quien están gobernando????#RenunciaPiñera",acoso
287,twitter,es,Aquí está el video tan esperado. Los 136 representantes a la cámara que dijeron NO a la moción de censura contra el Ministro de Defensa Carlos Holmes Trujillo. Tarde más de 5 horas haciéndolo pero valdrá la pena si usted lo descargue y lo comparte entre sus contactos. No olvidar.,noAcoso
288,twitter,es,"Según encuesta realizada por el IEP, publicada en diario LR, Forsyth lidera preferencias con 23% de intención de voto. Le siguen V Mendoza con 9,1%, Keiko Fujimori con 8% y Urresti con 7,3%. Por los márgenes de error, habría empate técnico en segundo lugar. Qué tal?",noAcoso
289,twitter,es,"Keiko y Forsyth viven en los medios de comunicación 
La Cale está entre Urresti y Vero",noAcoso
290,twitter,es,"Que rico desayuno vamos a tomar los que queremos tener un #Perú sin desigualdades 
Les informo que 
@Vero_Mendoza_F 
va segunda en la encuesta de 
@IEPeruanos 
con 9,1% sobre Keiko y Urresti y va camino a ser la primera mujer Presidenta el 2021 
Provecho con el desayuno",noAcoso
291,twitter,es,"El 
@partidomorado 
con otro líder seguro hubiera arrastrado con la gente que ahora tiene Forsyth, Urresti, algunos sectores de izquierda, y los de Salvador que divagan indecisos; pero NO el egocentrismo, egoismo y ancias de poder del sr JG pudo más y generaron esas divisiones.",noAcoso
292,twitter,es,cloaca de mierda congreso basura,acoso
293,twitter,es,cloaca de puras ratas ojala se mueran,acoso
294,twitter,es,"Pues si hay mucha gente. Y no son los ignorantes los que votarán por Keiko como siempre hacen creer. Esos votarán por Forsyth, Urresti o por la Terronika Orange heartTangerine",acoso
295,twitter,es,"Bajo esa premisa Urresti es un asesino de periodistas y violador. Debiste haberlo dicho antes.... 
Quote Tweet",acoso
296,twitter,es,"Mi pregunta es, Como llegó a ser general este señor?",noAcoso
297,twitter,es,Con generales como éste... Urresti...Donayre.....Morán.......perdemos cualquier guerra.....,noAcoso
298,twitter,es,"@CesarAcunaP @Peru_APP Sinvergüenza
No vas a ser Presidente nunca!!",acoso
299,twitter,es,"Increible, me hicieron votar por Forzay y solo porque no sé sabe nada de él, salvo que le gusta figuretear. 

Vero desestabiliaría el país pero con buenas intenciones, Urresti lo haría por populista y Keiko nos regresaría a un autoritarismo conservador. 

No hay mucho que pensar.",noAcoso
300,twitter,es,"La Comisión de Relaciones Exteriores del Congreso, luego de analizarla por meses, envió al archivo la propuesta del gobierno de ratificar el Acuerdo de Escazu. Se impuso la defensa de la soberanía del Perú frente a los intereses de poderes fácticos internacionales.",noAcoso
301,twitter,es,hijo de perra no mereces vivir de la politica ctm x2,acoso
302,twitter,es,Comisión OCDE del Congreso realizará seminario sobre posible ingreso de Perú https://bit.ly/2HC6XXK,noAcoso
303,twitter,es,"El expresidente del Congreso y otrora miembro de Fuerza Popular, Daniel Salaverry, inscribió su precandidatura presidencial. Esta vez lo hizo por las filas de Somos Perú. https://guik.pe/2020/10/25/salaverry-inscribe-candidatura-presidencial/",noAcoso
304,twitter,es,"“Es necesario descartar las insinuaciones de vacancia express. Nosotros venimos actuando de acuerdo al Reglamento del Congreso y a la Constitución Política, eso tiene que quedar claramente establecido”, Merino De Lama.",noAcoso
305,twitter,es,"CONTRATADO - ¡Bascuñan al Congreso! - Oye, estás loco... Ese es un ENEMIGO DEL PERÚ, UN DELINCUENTE, UN HDP, SE VENDIÓ AL MEJOR POSTOR.................. PTM... Pensándolo bien tienes razón, reúne todos los requisit",acoso
306,twitter,es,hdp,acoso
307,twitter,es,"Vizcarra se burla del Congreso y de sus atribuciones constitucionales, esto es, Vizcarra se burla de todo el pueblo peruano, del Perú entero! ¡El Congreso no debe seguir tolerando estas burlas! ¡Actúa Congreso como te lo manda la Constitución y el pueblo peruano! ¡Ya basta!",noAcoso
308,twitter,es,"El Congreso Economico Nacional, propuesta APRISTA que se mantiene vigente. Un tema que todo aquel que este intersado en la economia del Peru debe conocer. 
https://goo.gl/53rcyy",noAcoso
309,twitter,es,dejense de huevadas anormales,acoso
310,twitter,es,"Lo que debe ser el lobby de las cámaras de alimentos en los pasillos virtuales del Congreso. Ojalá los representantes voten para los ciudadanos y no en pos de sus intereses económicos. 
La ley de etiquetado ya existe en Chile, Uruguay, Perú, Ecuador y México.",noAcoso
311,twitter,es,"@MerinoDeLama
cumpliendo órdenes del homicida, al pie de la letra? ""Una actividad podría ser colocar una guardia reservista simbólica para que salga en una foto dando seguridad al Congreso"" 
@CCFFAA_PERU
, 
@MindefPeru
este hecho merece una explicación a la ciudadanía.",noAcoso
312,twitter,es,callate hijo d perra no mereces vivir de nosotros,acoso
313,twitter,es,"Emisario de Soros presionando a Gorriti y a viscarra?Congreso postergando vacancia hasta Noviembre? Que esta pasando? 
@realDonaldTrump 
arrasa el 03 Nov y traza el nuevo rumbo mundial del bien y el fin del mal. Incluye Peru por supuesto.",noAcoso
314,twitter,es,"Brown circle Reunión con dirigentes del Frente de Trabajadores Estatales que promueven la derogatoria de los DU 014 y 016 

Scroll PLENO DEL CONGRESO 

Japanese symbol for beginnerSe aprobó el PL que reconoce los títulos y grados con nivel Universitario del Instituto Cientifico y Tecnológico del Ejército del Perú",noAcoso
315,twitter,es,"COMO SEA BUSCAN QUE SEA INVESTIGADO Y VACADO.. CASUALIDADES? LOS DELINCUENTES DE MIERDA DEL CONGRESO MERINO Y ALARCÓN, COMO SEA QUIEREN PERMANECER EL PODER. LES IMPORTA UN PEPINO SI EL PERÚ SE VA A LA MIERDA, ELLOS QUIEREN COMO SEA SALIR LIBRES DE POLVO Y PAJA..",acoso
316,twitter,es,"Olvidaba mencionar q Rodríguez Pastor es dueño también d Innova Schools, Universidad Tecnológica del Perú, Real Plaza, Promart, Oechsle, y otras más q te vuelven millonario de solo escucharlas. 
El tipo domina el mercado en todos los frentes y no dona ni una mascarilla, depredador",noAcoso
317,twitter,es,"Así que quien manda en el Congreso de la República del Perú es el señorito Antauro Humala. Que bueno saberlo. Sugiero a los congresistas de este periódo breve, oficializar ese liderazgo para tranquilidad de una asqueada ciudadanía ¿lo harán? ¿Sr. Chehade, usted que es tan veloz?",noAcoso
318,twitter,es,☝Congreso del #Perú inicia debate para que trabajadores puedan retirar el 100% de sus fondos ahorrados en las AFP.,noAcoso
319,twitter,es,es una celda vacia,noAcoso
320,twitter,es,que te tire un burro,acoso
321,twitter,es,"Lamentablemente la historia del Perú y la historia de este Congreso en particular está plagada de inconstitucionalidades. 
Si se bajaron los contratos de peajes por ley, ¿cree que no harán lo mismo con sus fondos?",noAcoso
322,twitter,es,"Perú libre de transgénicos por 15 años más!!! El congreso peruano acaba de aprobar la extensión de la moratoria a los cultivos GM por impresionante mayoría de 104 votos a favor y 7 abstenciones, 0 en contra, como resultado del trabajo de las organizaciones peruanas.",noAcoso
323,twitter,es,"Por amplia mayoría, la Comisión de Relaciones Exteriores del Congreso le dijo ""no"" al Acuerdo de Escazú, que ponía en riesgo la soberanía del Perú sobre la Amazonía.",noAcoso
324,twitter,es,@CesarAcunaP @BancadaAPP @Peru_APP Felicitaciones Congresista Carmen Omonte digna representante en kaz filas de APP 💪🇵🇪,noAcoso
325,twitter,es,@CesarAcunaP @BancadaAPP @Peru_APP TRABAJAR como COJUDOS para que llegues a la presidencia. Tu SUEÑO de toda la vid… https://t.co/2kcuGgmiGC,acoso
326,twitter,es,@CesarAcunaP @Peru_APP @BancadaAPP YA SABES LO QUE ES UN INGENIERO QUIMICO?????🤔🤔🤔🤔,noAcoso
327,twitter,es,@CesarAcunaP @StevenCaldern9 @BancadaAPP @Peru_APP Como se nota que no escribe sus tweets. No hay ninguna similitud… https://t.co/oJ336Eg3rY,noAcoso
328,twitter,es,"@CesarAcunaP @BancadaAPP @Peru_APP Ing. Acuña, agenda agenda , sin entreguismo y valorando nuestro pasado milenario… https://t.co/qcdnOPrIpu",noAcoso
329,twitter,es,"@CesarAcunaP @MartinVizcarraC Ese muerto de Presidente, ya no está vivo, sino que ya está putrefacto en corrupción.… https://t.co/7GTBf8zZVd",acoso
330,twitter,es,"@CesarAcunaP Tú que no sabes ni hablar, vas a sugerir medidas de reactivación económica???!!! QUE BUEN CHISTE!!!! https://t.co/6dgPd9PR53",noAcoso
331,twitter,es,@CesarAcunaP @CarmenOmonte @BancadaAPP @Peru_APP Este partido lleva a puro desalojados de otros partidos fracasados.,noAcoso
332,twitter,es,@CesarAcunaP @StevenCaldern9 @BancadaAPP @Peru_APP Jamas un pigmeo que con plata maneja a su gente porque de inteli… https://t.co/daDcJgJJXd,acoso
333,twitter,es,"@CesarAcunaP @MartinVizcarraC #Raro. El análisis de las propuestas se hace antes, no después de entregarlas.
Tal ve… https://t.co/jhQe8r3tOU",noAcoso
334,twitter,es,"@CesarAcunaP @MartinVizcarraC De qué reactivación económica hablas, lo único que te gusta a ti es reactivar tu bolsillo.",noAcoso
335,twitter,es,@CesarAcunaP @Peru_APP @BancadaAPP No pudieron hacerlo de manera virtual? El aislamiento es una cuestión de responsabilidad,noAcoso
336,twitter,es,"@CesarAcunaP @BancadaAPP @Peru_APP Felicitaciones y a seguir luchando, por los que menos tienen.",noAcoso
337,twitter,es,@CesarAcunaP @CarmenOmonte @BancadaAPP @Peru_APP Espero que su primer acuerdo sea pensar en el pueblo y no apoyar u… https://t.co/nFfaR0wuFV,noAcoso
338,twitter,es,@CesarAcunaP https://t.co/Twek8psZu3,noAcoso
339,twitter,es,"@CesarAcunaP @BancadaAPP @Peru_APP De nada te sirve tener tanto dinero e invertir en cosas cómo está, al final los… https://t.co/dnWCexPjr9",noAcoso
340,twitter,es,@CesarAcunaP @BancadaAPP @Peru_APP Por qué no le ordenas que trabajen tus autoridades pistas hospitales de campaña… https://t.co/67e4pAHGZS,noAcoso
341,twitter,es,@CesarAcunaP @CarmenOmonte @BancadaAPP @Peru_APP #CongresoNoTeRobesMiAfp si siguen con esa reforma que solo daña al… https://t.co/zGOYwQ1DXl,noAcoso
342,twitter,es,"@CesarAcunaP @BancadaAPP @Peru_APP Y hasta cuando piensan seguir con el lobby en la provincia de Ascope, dejando qu… https://t.co/QU3OG85aK2",noAcoso
343,twitter,es,"@CesarAcunaP @BancadaAPP @Peru_APP por ""accionar politico"" significa vacancia ?",noAcoso
344,twitter,es,@CesarAcunaP @CarmenOmonte @BancadaAPP @Peru_APP A ver si se desahuevan y acuerdan apoyar el retiro del 100 % de la… https://t.co/j3PQ1Dg49i,acoso
345,twitter,es,@CesarAcunaP @CarmenOmonte @BancadaAPP @Peru_APP Enano cachudo,acoso
346,twitter,es,"@CesarAcunaP @PerezJhosept @BancadaAPP @Peru_APP Este 31 OCTUBRE primero AFP ..LUEGO VACANCIA, ya hemos esperado mu… https://t.co/eGFBbJK2s8",noAcoso
347,twitter,es,@CesarAcunaP @BancadaAPP @Peru_APP Excelente amigo presidente / un abrazo Loretano,noAcoso
348,twitter,es,@CesarAcunaP @LuisValdezF @BancadaAPP @Peru_APP Ya el país dijo NO a la bicameralidad que es una reelección encubi… https://t.co/LpbgwtDu0t,noAcoso
349,twitter,es,@CesarAcunaP @BancadaAPP @Peru_APP &gt; Por guuusto...no vas a ganar.,acoso
350,twitter,es,@CesarAcunaP @BancadaAPP @Peru_APP Florencia es un desastre!!!! De que habla sr.,acoso
351,twitter,es,"@CesarAcunaP Dr. Acuña.
Obtuve mi licenciatura en educación y maestría en UCV de Trujillo. Vengo laborando más de 2… https://t.co/R8Ul2my3Nx",noAcoso
352,twitter,es,"@CesarAcunaP @podemos_peru Claro si casi son como hermanos de una de las universidades mas mediocres del pais, com… https://t.co/4YvInssvAc",acoso
353,twitter,es,@CesarAcunaP https://t.co/BtpEXrFEhU,noAcoso
354,twitter,es,@CesarAcunaP fue sindicado por Matilde Pinchi Pinchi en el 2001 como topo de Montesinos en el Congreso...aquí el en… https://t.co/PRwHjmKBXu,noAcoso
355,twitter,es,@CesarAcunaP @podemos_peru https://t.co/yPVRP3lpgw,noAcoso
356,twitter,es,@CesarAcunaP @podemos_peru https://t.co/caWx6N1NKq,noAcoso
357,twitter,es,"@CesarAcunaP @mediosperuanos @podemos_peru Los peruanos esperan que usted se recupere muy pronto de sus ""enredos em… https://t.co/s23sNpLZzs",noAcoso
358,twitter,es,@CesarAcunaP @podemos_peru Oe incapaz de mm no sabes ni leer ers una escoria,acoso
359,twitter,es,"@CesarAcunaP @podemos_peru ""solidaridad"" con cacha. Más seriedad.",noAcoso
360,twitter,es,"RT @MarisolEspinoz_: Dentro de la tasa de emprendimiento por país, nos encontramos en el puesto N°4 de la tabla de oportunidad femenina; te…",noAcoso
361,twitter,es,@CesarAcunaP @CarmenOmonte @Peru_APP Señor @CesarAcunaP me podría decir que es pandemia? Eficiencia y eficacia? Para comenzar a dialogar...,noAcoso
362,twitter,es,@CesarAcunaP @BancadaAPP @Peru_APP Ya esta armado el toldo del circo. 🤡🤡🤡🤡🤡,noAcoso
363,twitter,es,"@CesarAcunaP @BancadaAPP @Peru_APP Todo político se alista con sus mejores armas para llegar al poder, pero, que hi… https://t.co/RjiXGg2EQP",noAcoso
364,twitter,es,"@CesarAcunaP @FredyCondor4 @ppc_peru Usted fue elegido para defender los derechos del pueblo, no tenemos trabajo, n… https://t.co/d8o9j32gED",noAcoso
365,twitter,es,@CesarAcunaP @BancadaAPP @Peru_APP Y los van plagiar de dónde o de quién exactamente?,noAcoso
366,twitter,es,@CesarAcunaP @BancadaAPP @Peru_APP Entonces se sobreentiende que la barbaridad que hace la Comision Omonte es avala… https://t.co/Hw6Lyyaz39,noAcoso
367,twitter,es,@CesarAcunaP @Peru_APP ANDA Qué Te ca.............E un 🐴 chato corrupto jamás serás presidente,acoso
368,twitter,es,@CesarAcunaP @BancadaAPP @Peru_APP Solo ten presente en todos lo millones de exaportantes y aportantes de las afps… https://t.co/lpV88mtHo5,noAcoso
369,twitter,es,"ya cansate rctm, RCTM",acoso
370,twitter,es,"En realidad es el mal menor, hasta ahora esta limpio en comparación a los demas",noAcoso
371,twitter,es,"DOBLE MORAL CAVIAR Ningún rojete ha denunciado ni criticado el abuso y acoso a secretaria de ONG roja Transparencia, por parte de Gerardo Távara. ¡Ah claro! es que es de la manchita caviar... de esos que apoyan el Golpe de Estado y la Dictadura de Vizcarra. #HipocresíaRoja",acoso
372,twitter,es,También votaré por Fuerza Popular como mensaje de respaldo ante el acoso de la alianza Vizcarra-MP-Prensa.,noAcoso
373,twitter,es,que te folle un burro,acoso
374,twitter,es,eres una mrda de persona,acoso
375,twitter,es,"A “Forzay” lo están inflando. Además, ya sabes lo que dicen: corrida de caballo, parada de burro.",acoso
376,twitter,es,La Nueva Constitución de Forzay del 2021,noAcoso
377,twitter,es,"imbesil, asno, burro, idiota",acoso
378,twitter,es,"Juega en pared La República con El Comercio. son medios de la misma concentración. El 1ero. ataca a Vizcarra y el 2do. muestra a "" Forzay"" como primer puesto. 
""Moraleja"": El Perú aunq d mal en peor y camino al descalabro, con la Derecha, tiene que seguir por la misma senda.",noAcoso
379,twitter,es,"vete a la mierde, ya mismo",acoso
380,twitter,es,"Que miedo, quiera dios que el pueblo despierte y vea que no todo está perdido, ni caiga en el cuento del mal menor",noAcoso
381,twitter,es,Buscan su titere...d mrda,acoso
382,twitter,es,"Mientras siga de presidente no pueden procesarlo ni condenarlo, cuando deje el cargo esta su fiel amiga la Fiscal de la Nacion tiene derecho de antejuicio y luego buscará impunidad con sucesor en palacio",noAcoso
383,twitter,es,HOY: en mi calumnia dominical: ¿qué le espera al próximo presidente del Perú? parece temprano para vislumbrarlo pero ya tenemos presente UN elemento que apunta a que la historia se repetirá... y también una forma de evitarlo.,noAcoso
384,twitter,es,"Ya saben quién està en la vicepresidencia de Forzay? En caso gane las elecciones y renuncie o lo vaquen por incapacidad, quedaría Sonaly Tuesta,la hermana de Glatzer Tuesta del IDL,de presidenta. 
Conclusión, gobernará Gorriti twitter.com/CharitoABC/sta…",noAcoso
385,twitter,es,ya cansate ctm,acoso
386,twitter,es,"AJJAJA ese forzay va hablar ahora del ""racismo inverso"" xd",noAcoso
387,twitter,es,que mierda tienes en la cabeza basura,acoso
388,twitter,es,si te crees la gran cosa es por que eres un imbesil de mierda,acoso
